ID,RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,TypeShown,Reward,LikelihoodShown
865,1.5159841037931272,14.853427154882489,1.6148121034771328,1.682735483898844,72.38827116945842,0.6009049932716246,8.460914353849294,1.6172788385586179,0.017938470050807453,E,0,0.13641488162344984
459,1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0.0,0.1,B,1,0.16459977452085683
397,1.5194464005013415,12.876729014575119,2.0942115624938182,1.7211153198424545,72.85495660852084,0.572776397664595,8.57232275246419,0.13498750087108657,0.15286711694746702,E,0,0.13641488162344984
732,1.52119,12.97,0.33,1.51,73.39,0.13,11.27,0.0,0.28,E,1,0.13641488162344984
746,1.515137732444513,14.026860305713763,1.595644487081213,1.8667441587672915,73.82530134979858,0.0,8.734486767027994,0.0,0.0,E,0,0.13641488162344984
764,1.51115,17.38,0.0,0.34,75.41,0.0,6.65,0.0,0.0,F,1,0.13416009019165728
199,1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0.0,0.11,A,1,0.16798196166854565
653,0.6453302380229778,14.584826967804988,0.0,2.01936153926809,73.93581837394242,0.0,8.516151060168355,1.7142327115968652,2.126435821856112,A,0,0.16798196166854565
156,1.520249735060483,13.40755430598291,3.3553686779483525,1.1701672131183636,72.64180833709062,0.30411245481756377,8.808818237647893,0.053504563496949806,0.0410333289852304,E,0,0.13641488162344984
578,1.5161,13.33,3.53,1.34,72.67,0.56,8.33,0.0,0.0,C,1,0.13077790304396844
740,1.5159704907435845,14.211815573340466,1.2907111175199826,0.9378625519235281,72.20155145460024,0.0,9.903979423771831,0.0,0.0,G,0,0.1386696730552424
127,1.5179925558033946,12.995463482119645,3.6981573331098865,1.118475442064201,72.44903680279836,0.3136279780864453,9.178719599877502,0.07334125077836136,0.09543303822618443,E,0,0.13641488162344984
530,1.5183166405414708,13.191931849581643,2.8702020120397638,1.6715217666739628,72.00458899374598,0.6044907634520338,10.471725634473241,0.37372433411367023,0.10943822343297857,F,0,0.13416009019165728
849,1.5186396116306322,13.963598839061671,0.9809763360190769,1.9938806385580599,72.27171595998566,0.5400171390531981,8.369829895539638,0.7494822350080927,0.03311442231258547,D,0,0.1273957158962796
332,1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0.0,0.0,B,1,0.16459977452085683
19,1.5207026183039611,13.659584272659357,3.512978226664519,1.234333813898094,73.00010905181944,0.2510228160356873,8.358197842968988,0.048504367865127164,0.11165746512901359,C,1,0.13077790304396844
163,1.518271325529596,13.707259256215671,3.506926809339624,0.9650749546710916,72.53236187670926,0.5001820494085497,9.222041730964941,0.0009019421755819007,0.10637695810615136,C,0,0.13077790304396844
105,1.5167023579519803,13.295446285079082,3.7349824047345073,1.2465259538843192,72.76213088832486,0.4392640014910365,8.417636815483757,0.07006694207343166,0.00788200129493993,E,0,0.13641488162344984
698,1.5164175912975688,12.168781468392217,1.570512560768222,2.3146518769925954,73.11439836974134,2.215407744267711,8.962979550031253,0.08042588704334026,0.15283254060321058,C,0,0.13077790304396844
564,1.5185961367321157,13.185182744850676,4.119648325522545,1.4812074863968776,71.88160165227556,0.624864243386098,8.215278311516983,0.22928193105889988,0.07772593172451812,C,0,0.13077790304396844
710,1.52008271376865,13.19373485108255,0.05846137889011159,2.1680563334756378,71.49615274423705,2.4146494979312747,9.722130648546072,0.7957524751586086,0.042111746940395496,F,0,0.13416009019165728
133,1.51783,12.69,3.54,1.34,72.95,0.57,8.75,0.0,0.0,A,1,0.16798196166854565
604,1.5164600000000001,13.04,3.4,1.26,73.01,0.52,8.58,0.0,0.0,C,1,0.13077790304396844
178,1.5180835787677587,13.594889341937371,3.6389642874188124,1.2560463266483612,72.69182954252508,0.646958567938576,8.537030414819494,0.006365816203910766,0.05252198083663974,E,0,0.13641488162344984
464,1.5162681400334381,12.58889780458402,3.158795990323016,1.240098330719919,73.27643683642032,0.5398285642173795,7.6975655978433375,0.21095341538552373,0.07783848022246549,E,0,0.13641488162344984
551,1.5210039609077564,13.241428992180328,3.082629909903344,1.1672839054797879,72.37975349594375,0.39357810549490635,8.989940782592713,0.17538285431733092,0.16327967480172234,F,0,0.13416009019165728
369,1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0.0,0.0,B,1,0.16459977452085683
846,1.5168370651473566,14.203333069673217,1.2088108528548167,1.801196286984311,72.65980244861524,0.5396473596911927,9.257119796277985,1.3670901688454662,0.00098366594288808,E,0,0.13641488162344984
812,1.5177812754468791,14.885362096439613,1.3404298981670901,2.097422755197958,72.09709527045095,0.8901733438954319,7.598528387699631,0.824656795782445,0.023759407487243384,D,0,0.1273957158962796
494,1.522368892701227,12.852076030672922,2.8267051147797706,1.4475170909545347,73.03887620958254,0.3451844322070966,10.918835521998234,0.1190200167555823,0.10064058826649974,F,0,0.13416009019165728
618,1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0.0,0.0,C,1,0.13077790304396844
86,1.51736,12.78,3.62,1.29,72.79,0.59,8.7,0.0,0.0,A,1,0.16798196166854565
243,1.520042360034822,13.199496011023314,3.4024214986235455,1.3215985688316099,72.81966246692505,0.42879124406050145,8.909616774983531,0.09455640084522995,0.08944974161742973,D,0,0.1273957158962796
498,1.5212391845921136,13.406443093268361,1.8805319252011972,1.2893904336188582,72.58566676657986,0.3126825004934822,10.449439472561865,0.25774293943905097,0.08688439501606376,D,0,0.1273957158962796
484,1.5159186554163098,13.567484100337815,3.0615523565435874,1.1373811298813774,72.2568093548296,0.615877709957985,8.617094781668671,0.1288734950410621,0.007494697292110377,D,0,0.1273957158962796
329,1.5210748752829657,13.365742601685916,2.22677806529004,1.2793464667283725,72.42301909035032,0.382835801886487,8.124877845416872,0.24889959142746082,0.16481642941927133,A,0,0.16798196166854565
855,1.516850595371261,13.911326826708784,0.5226383555392966,2.3384022453596995,72.12704485702442,0.15962916325253265,7.733707066801513,1.167522509382831,0.03281006872425296,F,0,0.13416009019165728
655,0.6634788642995781,14.18789945697807,0.0,1.9942856766715118,74.0708875622981,0.0,8.453552827418529,1.734915224398061,2.0785528826968473,C,0,0.13077790304396844
621,1.5177363585271004,13.636935467609568,3.5544222355336963,1.2202838964374851,72.68537765897926,0.5210823266961411,8.67278042764212,0.031810930362190494,0.0139016208135292,F,1,0.13416009019165728
253,1.5217200000000002,13.48,3.74,0.9,72.01,0.18,9.61,0.0,0.07,A,1,0.16798196166854565
61,1.516772631015951,13.423386173559637,3.4105763549800696,1.2122439264873328,72.47351485640992,0.41374747456202965,8.452085084505615,0.007445389410458889,0.005654004625010522,B,0,0.16459977452085683
635,1.5181830605018871,13.166049654208356,3.6423707097674622,1.348968842288584,72.05643559820422,0.3654253203036806,8.943294340768892,0.004360355311096837,0.0364391165546577,B,0,0.16459977452085683
139,1.5168990367960256,13.502165344431603,3.7716704823149394,0.9913722952710206,72.38702342061136,0.23923817354131147,8.779455650226183,0.07671517136428842,0.07009669979276896,D,0,0.1273957158962796
237,1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0.0,0.0,A,1,0.16798196166854565
35,1.5176279687482281,12.855421588861125,3.5822919537878932,1.3840125089039705,72.28430676763674,0.3632273691865743,9.202842914682307,0.05225126761077662,0.07891135959468903,D,0,0.1273957158962796
135,1.51567,13.29,3.45,1.21,72.74,0.56,8.57,0.0,0.0,A,1,0.16798196166854565
357,1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0.0,0.0,B,1,0.16459977452085683
326,1.5196506273324095,13.661179042222845,2.7653615332719466,1.4850302670393942,72.12902441513832,0.43631415202207324,8.365374962394421,0.28306918692781624,0.12056454384370632,E,0,0.13641488162344984
639,0.6560769899041781,14.052166906510092,0.0,2.0451799309049123,73.99733339901869,0.0,8.478302764399409,1.697324273457846,2.126772892788426,B,0,0.16459977452085683
538,1.5151064471763882,13.630602780159467,2.7158823410767488,1.5322121918327933,72.65976075431772,0.5414310266051205,9.093912593626948,0.26773069459413396,0.1774042537604074,C,0,0.13077790304396844
428,1.517281301117163,13.420683590141039,3.4063514991078097,1.7004916944006907,72.17719997987545,0.3965428984704806,10.631333171351809,0.15124961272664014,0.08848082692804032,E,0,0.13641488162344984
88,1.5175100000000001,12.81,3.57,1.35,73.02,0.62,8.59,0.0,0.0,A,1,0.16798196166854565
477,1.5198628759481054,12.548192531973358,3.5197574562708906,1.479246850073626,73.06453742029763,0.3184322266545662,9.555913633657706,0.06641740813053161,0.010340283014864992,C,1,0.13077790304396844
656,0.6201637395866701,14.71286669658293,0.0,2.0349427768334705,74.37710227744533,0.0,8.338805100715927,1.7290150519068752,2.059984218177883,E,0,0.13641488162344984
158,1.5208059431357954,12.845725576620152,3.4508766006935336,1.1220854382518208,73.09381411355622,0.4785311454677699,9.158035519208427,0.005959571791418905,0.13122968635785615,B,0,0.16459977452085683
743,1.51829,14.46,2.24,1.62,72.38,0.0,9.26,0.0,0.0,F,1,0.13416009019165728
296,1.5171266363283196,13.1245410477011,3.0393528203784297,1.0927643334195924,71.90867065828901,0.6749404178324188,10.942029409305992,0.007219286700064099,0.17859560572937994,C,0,0.13077790304396844
274,1.5157399999999999,14.86,3.67,1.74,71.87,0.16,7.36,0.0,0.12,B,1,0.16459977452085683
866,1.51623,14.14,0.0,2.88,72.61,0.08,9.18,1.06,0.0,G,1,0.1386696730552424
194,1.5232,13.72,3.72,0.51,71.75,0.09,10.06,0.0,0.16,A,1,0.16798196166854565
609,1.5194306128459307,13.851258986106064,3.614935378901764,1.062638360809485,72.2282045171967,0.1932874950605144,8.71586581155705,0.011929484073608153,0.15548904299969232,E,0,0.13641488162344984
822,1.5170102821220601,14.306929486283707,1.1617331939675217,2.380078938787057,73.51763754669648,0.9087729088271916,8.740334291301156,0.470197730618092,0.02227778616516508,A,0,0.16798196166854565
475,1.51663,12.93,3.54,1.62,72.96,0.64,8.03,0.0,0.21,B,1,0.16459977452085683
720,1.51316,13.02,0.0,3.04,70.48,6.21,6.96,0.0,0.0,E,1,0.13641488162344984
845,1.5180300265460849,14.521386625350875,0.7318188794141433,2.5213501166974286,73.49522091047638,0.7233674760817291,9.35265415333815,1.6956579959422897,0.00935400065558982,D,0,0.1273957158962796
886,1.5169065553721444,15.039868713152,0.5498234902322029,1.8499228747260459,72.41349210870715,0.39517971246196937,8.823093742259388,0.8048994659692459,0.001929692058891153,F,0,0.13416009019165728
380,1.5174299999999998,12.2,3.25,1.16,73.55,0.62,8.9,0.0,0.24,B,1,0.16459977452085683
348,1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0.0,0.09,B,1,0.16459977452085683
785,1.5194614155991468,14.14022708578877,0.9789078028312467,1.7161301627694252,72.12461591909292,0.07860883002399023,7.838651783424716,0.9010525287990455,0.03127234346892395,B,0,0.16459977452085683
52,1.51748,12.86,3.56,1.27,73.21,0.54,8.38,0.0,0.17,A,1,0.16798196166854565
288,1.5194056017533895,13.758726022707158,3.016806199128701,1.1189619175453638,73.16829459915992,0.6448585045568089,10.700264540001456,0.26340943916477944,0.16577854447715193,A,0,0.16798196166854565
179,1.519144216266276,13.497155103586172,3.498937499446907,1.4029900351223321,72.76557029025987,0.2983269972607401,9.138192445139984,0.06187702531728775,0.08911467123072235,G,0,0.1386696730552424
775,1.5155119095126164,14.741129975055248,0.5085679620547139,2.4297519534746486,72.91292567565918,0.9602231415760294,8.287434539310162,0.5664764712674861,0.02264495130956947,D,0,0.1273957158962796
66,1.5200461340785607,13.39971033267792,3.4307413397076765,0.9629787827848618,72.26454983905224,0.5536242846457569,8.244223316073269,0.09065811030768821,0.06701130653045946,C,0,0.13077790304396844
504,1.517837960466028,13.204474121744314,1.987651264784199,1.2479907372023469,72.61728923625158,0.4782722840394214,7.154630049297343,0.13142259270056544,0.16373545382765986,E,1,0.13641488162344984
634,1.5196924264621319,13.022668295038928,3.5358622639153343,1.3177465412026153,72.27621344900493,0.5447389315633361,8.878697902498438,0.028362614863115795,0.15822917200234826,A,1,0.16798196166854565
863,1.515401648314847,14.465774752355856,1.6327864699661625,1.7214624708781063,73.13637266176639,0.9736249450851152,8.68597196496983,0.3863198277837432,0.03519649180009128,D,1,0.1273957158962796
65,1.5169357592714459,13.627971971814715,3.4675220111642555,0.9686122124428047,72.34119292670592,0.5015113299394984,8.604323838342813,0.004498691538452847,0.1321678513217751,B,1,0.16459977452085683
389,1.5171876071642556,12.749361489537385,2.419175677322486,1.5048879992837425,73.1383524557143,0.5636079219663659,7.443869917148756,0.15337030039598404,0.1523124715322158,C,0,0.13077790304396844
463,1.5209548711312173,13.553585343027436,2.4374432341864045,1.5764076914602665,72.98967710351072,0.6258579644550812,9.330585002511022,0.016752978605792567,0.08283981423071249,D,0,0.1273957158962796
641,0.6047766116368448,14.718952938147876,0.0,2.02091439038418,74.33129990214593,0.0,8.512553939960291,1.7114320335728983,2.0110711244850643,E,0,0.13641488162344984
27,1.51756,13.15,3.61,1.05,73.24,0.57,8.24,0.0,0.0,A,1,0.16798196166854565
685,0.6459227190932438,14.697610933619062,0.0,2.0473155720978244,73.8845792902721,0.0,8.373170870708405,1.7177365400823141,2.01668344262914,A,0,0.16798196166854565
457,1.5191036463704264,13.189469536276343,2.9050509860990887,1.323812938922118,72.90391232306814,0.6357198257723631,8.277231582900525,0.27857782789943136,0.032614651828236196,E,0,0.13641488162344984
352,1.5210866417366304,13.359226268261315,3.6344652396527164,1.7059021041594806,72.26843139275641,0.6910494380800678,10.310249534893451,0.02388587744800033,0.1662966247918906,F,0,0.13416009019165728
351,1.517478457241104,13.358584425541489,2.9968436884679104,1.161811029607857,72.92550107982555,0.6543881831152574,10.287942649436392,0.031315249624880144,0.0220901622787263,E,1,0.13641488162344984
668,0.66,13.9,0.0,2.04,74.209,0.0,8.48,1.77,2.06,D,1,0.1273957158962796
240,1.517078686390652,13.386270287662477,3.713843529105175,1.2384947727488336,72.66808238109529,0.315911196675991,8.33625079715597,0.021221345335298427,0.03190450247530849,F,0,0.13416009019165728
48,1.51589,12.88,3.43,1.4,73.28,0.69,8.05,0.0,0.24,A,1,0.16798196166854565
138,1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0.0,A,1,0.16798196166854565
837,1.5177350563483116,14.99669902330859,1.24545968237667,1.6864759735438786,72.17275018944933,0.8606408257553543,9.255470474472807,1.165267477513726,0.0030157855770821473,B,0,0.16459977452085683
657,0.651607660125433,14.228263289152261,0.0,2.038502595800353,74.22217828777039,0.0,8.4881984999566,1.7413721244441418,2.0250455018727576,F,0,0.13416009019165728
420,1.53393,12.3,0.0,1.0,70.16,0.12,16.19,0.0,0.24,B,1,0.16459977452085683
862,1.5149113476764728,13.759961777269009,0.39146225045017413,1.7710795929850054,72.44470473649868,0.44069498702691906,8.447116935642896,1.286608255375107,0.027671403261013257,A,0,0.16798196166854565
429,1.5189491897706826,12.797678526947022,3.78688694921826,1.136251292660081,71.9306409046103,0.6839545652735376,9.311948822517703,0.24023894310055707,0.15389182803861218,G,1,0.1386696730552424
839,1.5155814624935975,14.643343472988127,1.2790795254526333,2.493118927050534,73.71645108136889,0.8499763830675752,7.9128157683617255,0.912806649555636,0.03527987419203784,E,0,0.13641488162344984
882,1.5157676186080529,14.415740061247018,0.9800659232755813,2.258574623508369,73.32271894092905,0.23040234374977137,7.578991924265201,0.8704105488249004,0.013413553055879105,F,0,0.13416009019165728
811,1.5166078543223063,13.794680061489927,1.2427949848535265,1.8591444187637802,72.47910674409731,0.18707731261368446,8.274124699467116,0.67953410927447,0.006445937741809704,B,0,0.16459977452085683
289,1.5174166249605212,13.415375199605034,4.074471997884514,1.2495512155931536,73.09216808009126,0.6926945559900183,8.656594383480883,0.33702390690723905,0.10652569263819082,F,0,0.13416009019165728
465,1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0.0,0.29,B,1,0.16459977452085683
83,1.51966,14.77,3.75,0.29,72.02,0.03,9.0,0.0,0.0,A,1,0.16798196166854565
263,1.5188689680622964,13.57943103526927,3.7558626479449746,1.229077854700771,72.09954022506673,0.4108053432155204,8.247688169867072,0.08406631651908197,0.0202062936878072,D,0,0.1273957158962796
412,1.5219003735790761,13.581747299169354,2.9984946298761495,1.101474052437946,72.95169044148724,0.5448998576522032,10.730355492485437,0.30080529180790005,0.11393093651493887,F,1,0.13416009019165728
627,1.5183200000000001,13.33,3.34,1.54,72.14,0.56,8.99,0.0,0.0,C,1,0.13077790304396844
110,1.5168439641801,12.883666386977637,3.3576128559816003,1.1778690107497292,72.1377076720238,0.6193492331164233,8.838212919136392,0.04003670474606601,0.017994563583590473,E,0,0.13641488162344984
361,1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0.0,0.19,B,1,0.16459977452085683
142,1.51797,12.74,3.48,1.35,72.96,0.64,8.68,0.0,0.0,A,1,0.16798196166854565
117,1.5169596672570365,13.130116421927816,3.4523921612108843,1.3093369995586488,72.79488803657432,0.26584919360595427,8.266569765527585,0.000746882584082832,0.05676246888018888,D,0,0.1273957158962796
368,1.5184862038536275,12.679534072123438,3.0772385368069397,1.5807995375994457,72.93387619117249,0.36320427186546733,9.92295119135799,0.2995264572281185,0.18050421492611537,G,0,0.1386696730552424
261,1.517018601633173,13.2201657440394,3.60323861592628,1.1076467578984857,72.17384570147755,0.6219780566179374,8.751669856839879,0.07684426387080616,0.10979179872650617,B,0,0.16459977452085683
506,1.5186549461172107,13.487446722514184,2.0883895921581033,1.127621221686149,71.91345609378769,0.7016690164663464,9.01142342608821,0.30580767677378784,0.1264090436313192,C,0,0.13077790304396844
873,1.5183331062017602,13.793730133473755,0.10092955989648106,2.101518681129919,72.56195842424125,0.850529458928028,8.815398568004806,1.5757586800244794,0.011978562494780435,F,0,0.13416009019165728
85,1.5185387043416858,13.145007777848058,3.4476302369471625,1.4349684891106937,72.0692333520742,0.32559186870176626,9.313341232651691,0.048713864471632964,0.02638836087729763,F,0,0.13416009019165728
644,0.64,14.1,0.0,2.02,74.04,0.0,8.36,1.7,2.05,D,1,0.1273957158962796
108,1.51768,12.56,3.52,1.43,73.15,0.57,8.54,0.0,0.0,A,1,0.16798196166854565
636,1.517414482376578,13.717910513079014,3.4941801994803052,1.4937457019344071,72.16799708827487,0.625371631042459,9.019355067725423,0.01541346300488046,0.02760816818758666,E,0,0.13641488162344984
661,0.6020670985721012,14.013109455091357,0.0,1.9951406230181923,74.10771491394365,0.0,8.523449681026598,1.7129407188248522,2.085032600647776,F,1,0.13416009019165728
182,1.517852914554778,13.172403336636524,3.6850453796435634,1.061654105055558,72.75183180614161,0.2343479935237895,8.61767286494741,0.06607139986000103,0.002468745677799363,F,0,0.13416009019165728
677,0.6336530958039011,14.68847479511099,0.0,1.989543340177707,73.80055221869843,0.0,8.553229992125413,1.7448358693148127,2.112509089582581,C,0,0.13077790304396844
758,1.5185303525259441,15.652837876027121,0.3240132647407318,0.8382699595887808,73.61342476094855,0.0,8.15855843187919,0.0,0.0,E,0,0.13641488162344984
793,1.5160200000000001,14.85,0.0,2.38,73.28,0.0,8.76,0.64,0.09,G,1,0.1386696730552424
109,1.5201113773264494,13.336838009841443,3.595073453729797,1.2816814959995866,72.193769770108,0.42870161949571084,8.971982289833877,0.05918000200460595,0.1162575665718474,D,0,0.1273957158962796
676,0.6521233098022775,13.981287457386959,0.0,2.0453137996605872,74.3897189999555,0.0,8.436241234345975,1.724195039258487,2.0222965023580817,B,0,0.16459977452085683
508,1.5202,13.98,1.35,1.63,71.76,0.39,10.56,0.0,0.18,B,1,0.16459977452085683
346,1.5160072415972443,12.60364251638851,3.342872331187814,1.2587165420933555,72.78593793595907,0.5693200240364982,9.604630294460538,0.26487437924518226,0.026153917980872424,E,0,0.13641488162344984
841,1.51514,14.85,0.0,2.42,73.72,0.0,8.39,0.56,0.0,G,1,0.1386696730552424
399,1.515218855783283,13.749854234668513,2.8079412823266825,1.5483828743153534,72.8222976382253,0.5595878967791212,8.479766642474035,0.40166093221996085,0.15697091972173421,G,0,0.1386696730552424
613,1.5170359992402471,13.789744853784544,3.671498557641585,1.1223222669969484,72.10715774072052,0.5812797551579555,8.942771648261663,0.0011638794982959764,0.15696559919062006,A,0,0.16798196166854565
418,1.515062797627972,12.622429329099205,2.9350350499471394,1.3892151850320105,72.28400389815232,0.30775395818864204,10.554823503793585,0.3243491797581022,0.06315391135654078,D,0,0.1273957158962796
196,1.517103210084404,13.422057718029494,3.640908620344046,0.9213973998681222,73.04833076331485,0.3995404593659012,9.096380333474539,0.07883468789512645,0.1295482872497329,E,0,0.13641488162344984
524,1.5158095830819336,13.57297005018053,4.032115092102197,1.689088815791191,71.94240109645877,0.6924999854527127,10.219854748794367,0.1256229061863919,0.1110088695169881,D,0,0.1273957158962796
403,1.5201746642040255,12.584743805826932,3.8110484379511074,1.7252125758316432,72.04567163889925,0.5431381558336432,10.231443158275178,0.40829044435993406,0.005334824064053416,E,0,0.13641488162344984
499,1.5213694715204342,13.771880371925644,3.8680020119601997,1.4522956701159286,72.60837417816782,0.705293746162831,8.450982409113497,0.023602268301109033,0.10394436024284426,E,0,0.13641488162344984
651,0.6596405973002937,14.138592700033652,0.0,2.0709608786797244,74.10164374669893,0.0,8.392583426725347,1.7314730147257231,2.1256154173476887,F,0,0.13416009019165728
247,1.5182265435022677,13.181479373128278,3.3094361800028858,1.0418406090334316,72.50287060885515,0.6198661354809021,8.915575676002893,0.04452276746239274,0.06996765247720825,G,0,0.1386696730552424
410,1.5156506832079424,12.971408926843605,3.177401417981467,1.5286981243996407,71.90731310318296,0.7046756923992816,7.840648293117116,0.030116056395267685,0.1365610192921344,D,1,0.1273957158962796
59,1.5198878819672652,12.811701485955114,3.453964827261491,1.1791341129945132,72.16794554695286,0.48199729379900647,8.623350613964053,0.005473668765813036,0.004127324132166637,D,0,0.1273957158962796
831,1.51508,15.15,0.0,2.25,73.5,0.0,8.34,0.63,0.0,G,1,0.1386696730552424
558,1.516654909842392,13.575152449899463,3.3878481986380784,1.3686638435512273,72.90458121545822,0.575136293659573,8.108571731960575,0.3135407151444906,0.14502890592188183,C,0,0.13077790304396844
415,1.5179998333521803,12.556548233204783,2.389405029262983,1.5640575940152397,71.9151437646771,0.6251712945544848,9.711386759630678,0.266973232576001,0.07284732315357904,C,0,0.13077790304396844
255,1.5176714357566201,12.761426578202585,3.369273632678436,0.9137461265527097,72.24790522958683,0.555550292343874,8.360732722213966,0.049217540494249506,0.006129000623369777,F,0,0.13416009019165728
